,Feature,Score
122,GSM1208664_batch1_chrom1_LoVo_NR2F1_PassedQC_peaks_hg19.bed,0.000714771596619
123,E121.H3K4me1.gappedPeak,0.000714699834844
124,H1.hESC_ChIP.seq_KDM5B_ENCFF001SVM.bed,0.000714080027659
125,E128.H4K20me1.gappedPeak,0.000712359264159
126,mononuclear_cell_ChIP.seq_H3K27me3_ENCFF001VDH.bed,0.000711641861287
127,PHH_GW_FXR_chipseq_final.bed,0.000710980762856
128,Islets.stretchEnhancers.bed,0.000708949073127
129,E077.H3K4me1.gappedPeak,0.000708529697725
130,E063.H3K27ac.gappedPeak,0.000708067069022
131,E013.H3K4me1.gappedPeak,0.000706525530767
132,common_w_acinar_ATACseq_hg19.bed,0.000703873463448
133,E108.H3K4me1.gappedPeak,0.000703833533238
134,hg19_islet_CORES.bed,0.000701737721741
135,E079.H3K4me1.gappedPeak,0.000700374928432
136,E103.H3K27me3.gappedPeak,0.000700351663795
137,E006.H3K4me2.gappedPeak,0.000699400654123
138,wgEncodeAwgDnaseDukeIshikawaestradiolUniPk.narrowPeak,0.000698811312098
139,mononuclear_cell_ChIP.seq_H3K4me1_ENCFF001VDI.bed,0.000698286201008
140,K562_ChIP.seq_CHD4_ENCFF001SYY.bed,0.000698058264868
141,E116.H3K27me3.gappedPeak,0.00069751233479
142,E099.H3K27ac.gappedPeak,0.000695847317432
143,GSE64233_MED1_V_final.bed,0.000694985039509
144,PancIslt.TssA,0.000694952739216
145,E003.H3K9ac.gappedPeak,0.000694875861284
146,E022.H3K4me1.gappedPeak,0.000691296237786
147,SK.N.SH_ChIP.seq_POLR2AphosphoS5_ENCFF002CNL.bed,0.000691287448061
148,GSM1240838_GP5dsiRAD21_REST_peaks_hg19.bed,0.000690976408829
149,K562_transcription_profiling_by_array_assay_ENCFF001SNS.bed,0.000690369237818
150,GSM1240813_GP5dControl_CTCF_peaks_hg19.bed,0.000690268479052
151,HeLa.S3_ChIP.seq_POLR2A_ENCFF002CJZ.bed,0.000689976520748
152,hepatocyte_H3K27Ac_DMSO.bed,0.000689913055476
153,E079.H3K27me3.gappedPeak,0.000686895860325
154,E114.H4K20me1.gappedPeak,0.000685061705439
155,E068.H3K4me1.gappedPeak,0.000683832768466
156,E067.H3K4me1.gappedPeak,0.000682957918852
157,E120.H2A.Z.gappedPeak,0.000680952431472
158,GSE64233_DHS_V_final.bed,0.000680506053934
159,hepatocyte_H3K4me1_DMSO.bed,0.000680339212824
160,E073.H3K27me3.gappedPeak,0.000679475138666
161,E051.H3K9me3.gappedPeak,0.000678528763374
162,GSM1208676_batch1_chrom1_LoVo_SMAD3_PassedQC_peaks_hg19.bed,0.000678390038754
163,GSM1208703_batch1_chrom1_LoVo_ZNF236_PassedQC_peaks_hg19.bed,0.000676388934158
164,E085.H3K9me3.gappedPeak,0.000676096448722
165,E057.DNase.hotspot.fdr0.01.broad.bed,0.00067592456545
166,MUS.SKLT.F.ReprPC,0.00067332831948
167,E005.H3K4me1.gappedPeak,0.00067279428721
168,E061.H3K4me1.gappedPeak,0.000671528372674
169,E008.H2BK120ac.gappedPeak,0.000670874071455
170,E121.H3K27me3.gappedPeak,0.000669833786599
171,E004.H3K36me3.gappedPeak,0.00066960090144
172,E077.H3K27me3.gappedPeak,0.000669327106714
173,E017.H3K18ac.gappedPeak,0.000668109147101
174,E013.H3K9me3.gappedPeak,0.000667572997666
175,E053.H3K4me1.gappedPeak,0.000667157191751
176,E046.H3K27me3.gappedPeak,0.000666326037547
177,E012.H3K27ac.gappedPeak,0.000666173603028
178,E071.H3K4me1.gappedPeak,0.000664470352673
179,E071.H3K27ac.gappedPeak,0.000664200642597
180,E113.H3K27me3.gappedPeak,0.000662076021562
181,GSM855449_SP1_ChIPseq_peaks_hg19.bed,0.000659942684226
182,E084.H3K4me1.gappedPeak,0.000657645085846
183,cardiac_mesoderm_ChIP.seq_H3K27me3_ENCSR000DSJ_gappedpeak.bed,0.000656725923217
184,E081.H3K27me3.gappedPeak,0.000655558989052
185,E050.H3K27ac.gappedPeak,0.00065375622271
186,E108.H3K9me3.gappedPeak,0.000652051420739
187,E018.H3K4me1.gappedPeak,0.000651850339599
188,GSM1208705_batch1_chrom1_LoVo_ZNF407_PassedQC_peaks_hg19.bed,0.000651179064083
189,HepG2_ChIP.seq_SREBF1_ENCFF001VLA.bed,0.000650641002159
190,endothelial_cell_of_umbilical_vein_FAIRE.seq_ENCFF001UYP.bed,0.000650174028537
191,E095.H3K9me3.gappedPeak,0.000648685256957
192,E015.H3K27me3.gappedPeak,0.000648392420449
193,K562_transcription_profiling_by_array_assay_ENCFF001SNV.bed,0.000647921562211
194,MCF.7_ChIP.seq_GATA3_ENCSR000BST_ENCFF001UMX_ENCFF001UMZ_intersect.bed,0.000647182596184
195,E125.H2A.Z.gappedPeak,0.000646400096736
196,E074.H3K27ac.gappedPeak,0.000646064707595
197,E047.H3K27me3.gappedPeak,0.00064529365967
198,E075.H3K4me1.gappedPeak,0.000644996173762
199,Ishikawa_ChIP.seq_ESR1_ENCFF002CGK.bed,0.000644898733374
200,H1.hESC_ChIP.seq_EZH2_ENCFF002CDT.bed,0.000644571362762
201,E122.H3K27me3.gappedPeak,0.000644371172055
202,E052.H3K4me1.gappedPeak,0.000643800459851
203,wgEncodeAwgDnaseUwCmkUniPk.narrowPeak,0.000643231948331
204,K562_ChIP.seq_POLR2AphosphoS2_ENCFF002DDU.bed,0.000641725392772
205,E121.H3K4me2.gappedPeak,0.000641641494669
206,E066.H3K4me1.gappedPeak,0.000641442302749
207,FAT.ADIP.NUC.ZNFRpts,0.000641241062275
208,HepG2_transcription_profiling_by_array_assay_ENCFF001SNQ.bed,0.000639993777222
209,K562_ChIP.seq_RNF2_ENCFF001TAC.bed,0.000639969340843
210,E129.H3K4me1.gappedPeak,0.000639789472284
211,E027.H3K9ac.gappedPeak,0.000638942047656
212,wgEncodeAwgDnaseDukeUrotheliaut189UniPk.narrowPeak,0.000638424678631
213,E050.DNase.hotspot.fdr0.01.broad.bed,0.000637836498347
214,E074.H3K4me3.gappedPeak,0.000637645905846
215,pancreas_juvenile_H3K27ac.bed,0.000637453182128
216,PFSK.1_ChIP.seq_FOXP2_ENCFF002CND.bed,0.000637258794761
217,U2OS_ChIP.seq_TRIM28_ENCFF002DAB.bed,0.000636952334891
218,GSM934615_SMAD3_TGFb_VitD_4093.ucsc_hg19.bed,0.000636869832931
219,E014.H3K4me1.gappedPeak,0.000636592522498
220,E106.H3K27me3.gappedPeak,0.000634793090316
221,E033.H3K27me3.gappedPeak,0.000634665931054
222,E110.H3K4me1.gappedPeak,0.000633747317459
223,MCF.7_ChIP.seq_GATA3_ENCFF002CZJ.bed,0.000632719856357
224,FG_FOXA1_chipseq_hg19.bed,0.000632670519105
225,E127.H3K4me2.gappedPeak,0.000632646751567
226,E010.H3K4me1.gappedPeak,0.000632125192004
227,E075.H3K27ac.gappedPeak,0.000631461337127
228,E113.H3K4me3.gappedPeak,0.000631112821478
229,E010.H3K27me3.gappedPeak,0.000630387373537
230,HSMM.stretchEnhancers.bed,0.000630216128013
231,E072.H3K27ac.gappedPeak,0.0006298272593
232,H1.hESC_ChIP.seq_SUZ12_ENCFF001SVQ.bed,0.000628405307802
233,E005.H3K27me3.gappedPeak,0.000628190944133
234,E016.H3K4me1.gappedPeak,0.000628158125762
235,E015.H3K9me3.gappedPeak,0.000627854410703
236,SK.N.SH_ChIP.seq_TCF12_ENCSR000BSL_ENCFF001UQH_ENCFF001UQI_intersect.bed,0.000626161625108
237,GSM1208672_batch1_chrom1_LoVo_RFX5_PassedQC_peaks_hg19.bed,0.000625788716046
238,E053.H3K9me3.gappedPeak,0.000625514614498
239,E073.H3K4me1.gappedPeak,0.000624583596424
240,E114.H3K79me2.gappedPeak,0.000624261620491
241,E042.H3K4me1.gappedPeak,0.000624132572895
242,GSM678398_SGBS_PPARg_overlap_hg19.bed,0.000623933259968
243,SGBS_adipocyte_CEBPA_chipseq_hg19.bed,0.000623894534391
244,E050.H3K4me1.gappedPeak,0.000623686658402
245,E128.H3K27me3.gappedPeak,0.000623684427554
246,E018.H3K27me3.gappedPeak,0.000623582711934
247,K562_ChIP.seq_SIRT6_ENCFF001TAE.bed,0.000622297640721
248,T47D_ChIP.seq_EP300_ENCFF002CNZ.bed,0.000621890669279
249,E002.H3K4me1.gappedPeak,0.000620691437358
250,E129.H2A.Z.gappedPeak,0.00062036463809
251,E068.H3K27ac.gappedPeak,0.000620111293144
252,BJ_ChIP.seq_H3K27me3_ENCSR000DQG_gappedpeak.bed,0.000620012226876
253,wgEncodeAwgDnaseDukeHtr8svnUniPk.narrowPeak,0.000619015940087
254,HepG2_ChIP.seq_POLR2A_ENCFF002CUP.bed,0.000619013339486
255,E017.H3K9me3.gappedPeak,0.000617814265504
256,E066.H3K9me3.gappedPeak,0.000617293579755
257,E061.H3K9me3.gappedPeak,0.000616196122371
258,E056.H3K27me3.gappedPeak,0.000615780438787
259,Hepatocyte_PPARA_GW7647_2hr.bed,0.000614755354223
260,E078.H3K36me3.gappedPeak,0.000614186641218
261,E119.H3K9me3.gappedPeak,0.000613880545661
262,SK.N.SH_ChIP.seq_H3K36me3_ENCSR000DXO_gappedpeak.bed,0.000612059886931
263,E121.H2A.Z.gappedPeak,0.000612013851299
264,E050.H3K9me3.gappedPeak,0.000609860879548
265,E027.H3K27me3.gappedPeak,0.00060982960341
266,GSM1208608_batch1_chrom1_LoVo_EGR1_PassedQC_peaks_hg19.bed,0.000609449098002
267,E094.H3K4me1.gappedPeak,0.000607469152392
268,GSM1208796_batch2_chrom1_LoVo_SP2_PassedQC_peaks_hg19.bed,0.000607445735079
269,E017.H3K27me3.gappedPeak,0.000607104702214
270,keratinocyte_transcription_profiling_by_array_assay_ENCFF001SOD.bed,0.00060701367724
271,GM12878_transcription_profiling_by_array_assay_ENCFF001SNK.bed,0.000606168471709
272,E047.H3K9ac.gappedPeak,0.0006061385118
273,E112.H3K27me3.gappedPeak,0.000604103168898
274,E016.H3K9ac.gappedPeak,0.000603775805788
275,wgEncodeAwgDnaseDukeOsteoblUniPk.narrowPeak,0.000603181946759
276,Hsmm.EnhWk,0.000602307409806
277,E047.H3K9me3.gappedPeak,0.000602105312834
278,E014.H3K27me3.gappedPeak,0.000600995134879
279,E069.H3K27ac.gappedPeak,0.000600901320453
280,E066.H3K9ac.gappedPeak,0.00060037845529
281,HepG2.stretchEnhancers.bed,0.000600269866049
282,E125.H3K4me2.gappedPeak,0.000600197374618
283,T47D_ChIP.seq_ESR1_ENCFF002CNW.bed,0.00059969073186
284,E009.H3K27me3.gappedPeak,0.000599307894298
285,E104.H3K4me1.gappedPeak,0.000599236305355
286,E092.H3K4me1.gappedPeak,0.000599052069915
287,E055.DNase.hotspot.fdr0.01.broad.bed,0.000598989345423
288,E011.H3K4me1.gappedPeak,0.000598183088573
289,GM12878_ChIP.seq_RXRA_ENCFF002CHT.bed,0.000597294747299
290,keratinocyte_transcription_profiling_by_array_assay_ENCFF001SOA.bed,0.000596833505153
291,K562_ChIP.seq_CREBBP_ENCFF001SYU.bed,0.000596743264022
292,E043.H3K27me3.gappedPeak,0.000595178339208
293,E004.H3K4ac.gappedPeak,0.000594741200158
294,E088.H3K27me3.gappedPeak,0.000594193628253
295,FAT.ADIP.NUC.EnhBiv,0.000594150863073
296,E104.H3K36me3.gappedPeak,0.000593931191694
297,E074.H3K4me1.gappedPeak,0.000593269139548
298,HCT116_ChIP.seq_H3K4me1_ENCFF001VCN.bed,0.000593061960623
299,E007.H3K18ac.gappedPeak,0.000593008775427
300,E051.H3K4me3.gappedPeak,0.000591802894692
301,H1.hESC_ChIP.seq_BCL11A_ENCFF001UAX.bed,0.000591447926628
302,E040.H3K27me3.gappedPeak,0.000590902537001
303,E005.H2BK12ac.gappedPeak,0.000590880352358
304,GM12878_transcription_profiling_by_array_assay_ENCFF001SNG.bed,0.000590686498779
305,E027.H3K4me1.gappedPeak,0.000590035254116
306,GM12878_ChIP.seq_SUPT20H_ENCFF001VFI.bed,0.00059000753893
307,wgEncodeAwgDnaseUwH7hescUniPk.narrowPeak,0.000589665335584
308,E055.H3K9me3.gappedPeak,0.00058946221722
309,GSM678396_SGBS_CEBPa_overlap_hg19.bed,0.000589454040052
310,E078.H3K4me1.gappedPeak,0.000589403340058
311,E037.H3K4me1.gappedPeak,0.000589150484789
312,GSE64233_p65_T_final.bed,0.000588328359263
313,E111.H3K4me1.gappedPeak,0.000588262966959
314,E004.H3K4me1.gappedPeak,0.000587787475349
315,E106.H3K27ac.gappedPeak,0.00058760908253
316,E016.H3K27me3.gappedPeak,0.000587417387274
317,DE_Poised_Enhancers_hg19.bed,0.000585596770224
318,E113.H3K4me1.gappedPeak,0.000584672823309
319,islet_pooled_H3K4me3_peaks.broadPeak,0.00058438932005
320,SH.SY5Y_ChIP.seq_GATA2_ENCFF002CZZ.bed,0.000583968458148
321,E113.H3K27ac.gappedPeak,0.000583663708342
322,E007.H4K91ac.gappedPeak,0.000583386652969
323,E003.H3K9me3.gappedPeak,0.000582752139831
324,E049.H3K4me1.gappedPeak,0.000582312920086
325,E026.H3K4me1.gappedPeak,0.000581898548336
326,E096.H3K27ac.gappedPeak,0.000581081096248
327,E005.H3K9ac.gappedPeak,0.000580914949919
328,E055.H3K27me3.gappedPeak,0.000579207131636
329,HepG2_ChIP.seq_FOXA2_ENCFF002CKK.bed,0.000578944501744
330,E118.H3K4me1.gappedPeak,0.000578934843908
331,E070.H3K9me3.gappedPeak,0.000578317762349
332,H1.hESC_ChIP.seq_RAD21_ENCFF002CRD.bed,0.000577757832903
333,wgEncodeAwgDnaseUwCaco2UniPk.narrowPeak,0.000576929879858
334,E082.H3K4me1.gappedPeak,0.00057672219369
335,keratinocyte_transcription_profiling_by_array_assay_ENCFF001SOB.bed,0.000576072794209
336,HepG2_ChIP.seq_CEBPD_ENCFF002CKE.bed,0.000575328808897
337,SK.N.SH_ChIP.seq_MEF2A_ENCSR000BVC_ENCFF001UPO_ENCFF001UPN_intersect.bed,0.000575139048818
338,E020.H3K4me1.gappedPeak,0.000574609819549
339,PE_Poised_Enhancers_hg19.bed,0.000574035768132
340,Hepg2.Repr,0.000573781263283
341,B_cell_ChIP.seq_H3K27ac_ENCFF001STM.bed,0.000573347869694
342,GSM1208594_batch1_chrom1_LoVo_CAMTA2_PassedQC_peaks_hg19.bed,0.000571566804989
343,E065.H3K4me1.gappedPeak,0.000570882508016
344,K562_ChIP.seq_TAF7_ENCFF002CMS.bed,0.000570740598755
345,GSE68758_SK_vs_LO2_broad_peaks_final.bed,0.000570285901875
346,GSM1208731_batch2_chrom1_LoVo_E2F8_PassedQC_peaks_hg19.bed,0.000569989543396
347,E021.H3K27ac.gappedPeak,0.000569428516603
348,E070.H3K4me1.gappedPeak,0.000569384712426
349,E113.H3K9me3.gappedPeak,0.000569337637669
350,E003.H3K4me1.gappedPeak,0.000569240146158
351,E089.H3K27me3.gappedPeak,0.000568972501377
352,E075.H3K27me3.gappedPeak,0.000568408954838
353,K562_transcription_profiling_by_array_assay_ENCFF001SNR.bed,0.000567942558961
354,E061.H3K27ac.gappedPeak,0.000567942221714
355,E006.H4K91ac.gappedPeak,0.000567494465707
356,SK.N.SH_ChIP.seq_JUND_ENCSR000BSK_ENCFF001UPK_ENCFF001UPJ_intersect.bed,0.000566845186357
357,E004.DNase.hotspot.fdr0.01.broad.bed,0.000566795631793
358,E090.H3K4me1.gappedPeak,0.000566114558548
359,E069.H3K9ac.gappedPeak,0.000565712864921
360,Hepg2.EnhA,0.000565190127788
361,E114.H3K4me2.gappedPeak,0.00056515785722
362,GSM1208736_batch2_chrom1_LoVo_ERM_PassedQC_peaks_hg19.bed,0.000564133073029
363,K562_ChIP.seq_KAT2B_ENCFF001SZW.bed,0.000564068300055
364,E011.H3K9me3.gappedPeak,0.000563524222245
365,K562_transcription_profiling_by_array_assay_ENCFF001SNZ.bed,0.000563454289644
366,E029.DNase.hotspot.fdr0.01.broad.bed,0.000563215958957
367,E008.H3K27ac.gappedPeak,0.00056252876652
368,E032.H3K27ac.gappedPeak,0.000562383155504
369,E006.H2BK5ac.gappedPeak,0.000562092671974
370,K562_ChIP.seq_eGFP.GATA2_ENCFF002DDW.bed,0.000561304191834
371,FAT.ADIP.NUC.ReprPC,0.000561142519846
372,E119.H4K20me1.gappedPeak,0.000560212281425
373,K562_ChIP.seq_KDM1A_ENCFF001SZS.bed,0.000559670016103
374,E085.H3K4me1.gappedPeak,0.000559391631184
375,beta_w_acinar_ATACseq_hg19.bed,0.000559246325232
376,E092.H3K27me3.gappedPeak,0.000556565297953
377,E129.H3K27me3.gappedPeak,0.00055586024239
378,E029.H3K4me1.gappedPeak,0.00055561598942
379,E031.H3K27me3.gappedPeak,0.000555601368258
380,E029.H3K27ac.gappedPeak,0.000555325492457
381,E021.DNase.hotspot.fdr0.01.broad.bed,0.000554536380357
382,GSM1240814_GP5dControl_H3K4me1_peaks_hg19.bed,0.000553564423732
383,E091.H3K4me1.gappedPeak,0.000553446298247
384,GSM1240819_GP5dControl_JUND_peaks_hg19.bed,0.000553405758736
385,H1.hESC_ChIP.seq_H3K4me1_ENCFF001SVA.bed,0.000553110735593
386,GSM1208739_batch2_chrom1_LoVo_ETV7_PassedQC_peaks_hg19.bed,0.000553107186354
387,E019.H3K4me1.gappedPeak,0.000552509910195
388,E127.H3K27ac.gappedPeak,0.000552500776804
389,E007.H3K14ac.gappedPeak,0.000550717732133
390,A549_ChIP.seq_CTCF_ENCFF001SSN.bed,0.000550323215264
391,K562_ChIP.seq_TEAD4_ENCFF002CMT.bed,0.000550307640403
392,PE_PDX1_chipseq_hg19.bed,0.000549441113663
393,hepatocyte_PXR_Rif.bed,0.000549196806617
394,E010.H3K9me3.gappedPeak,0.000549005223513
395,wgEncodeAwgDnaseUwHgfUniPk.narrowPeak,0.000548825456068
396,E078.H3K27me3.gappedPeak,0.000548767687572
397,E024.H3K27me3.gappedPeak,0.000548317949561
398,E046.H3K4me1.gappedPeak,0.000547917516501
399,GSM1218850_myotube_MyoD.bed,0.000547555988805
400,E119.H3K27ac.gappedPeak,0.000547401698379
401,HepG2_ChIP.seq_POLR2A_ENCFF002CKX.bed,0.000547317749167
402,E123.H3K27me3.gappedPeak,0.000546185179329
403,K562_ChIP.seq_SMARCB1_ENCFF002CWU.bed,0.000545704356362
404,E065.H3K9me3.gappedPeak,0.000545340812984
405,kidney_epithelial_cell_ChIP.seq_H3K36me3_ENCSR000DVE_gappedpeak.bed,0.000544267448732
406,E127.H4K20me1.gappedPeak,0.000543282960815
407,K562_ChIP.seq_SUZ12_ENCFF001TAG.bed,0.000542932875095
408,E114.H3K27me3.gappedPeak,0.000542857431461
409,E087.H3K9ac.gappedPeak,0.000542550424445
410,H1.hESC_ChIP.seq_H3K9me3_ENCFF001SUW.bed,0.000542328851585
411,E005.H3K18ac.gappedPeak,0.000542328195844
412,E057.H3K9me3.gappedPeak,0.000542207192211
413,adipocyte_PPARgamma_overlap_hg19.bed,0.000541574796293
414,E019.H3K9ac.gappedPeak,0.000541396007197
415,E021.H3K27me3.gappedPeak,0.000541365401898
416,E103.H3K27ac.gappedPeak,0.000540925060187
417,Hsmm.EnhA,0.000540844041966
418,wgEncodeAwgDnaseDukeMelanoUniPk.narrowPeak,0.00054042822421
419,wgEncodeAwgDnaseDukeHsmmembUniPk.narrowPeak,0.000540314499397
420,wgEncodeAwgDnaseDukeGm12892UniPk.narrowPeak,0.000539720034965
421,E022.H3K9me3.gappedPeak,0.000539710195651
422,E003.H3K23ac.gappedPeak,0.000539682692267
423,HCT116_ChIP.seq_TEAD4_ENCSR000BVJ_ENCFF001UEP_ENCFF001UEO_intersect.bed,0.000539652469209
424,prostate_gland_transcription_profiling_by_array_assay_ENCFF001SOI.bed,0.000539393879327
425,LXRA.FLAG_48h_GW3965_intersect.bed,0.000538865578894
426,E117.H3K4me3.gappedPeak,0.000538595419288
